,Column1,Unnamed: 0,Name,City,CuisineStyle,Ranking,Rating,Price Range,NumberofReviews,Reviews,URL_TA,ID_TA,lat,lng
0,25146,0,Comme Chez Soi,Budapest,Italian',1,5.0,$$ - $$$,4437,"[['Great place!', 'Best best best'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274887-d794237-Reviews-Comme_Chez_Soi-Budapest_Central_Hungary.html,d794237,47.49969,19.05503
1,25146,0,Comme Chez Soi,Budapest, 'Mediterranean',1,5.0,$$ - $$$,4437,"[['Great place!', 'Best best best'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274887-d794237-Reviews-Comme_Chez_Soi-Budapest_Central_Hungary.html,d794237,47.49969,19.05503
2,25146,0,Comme Chez Soi,Budapest, 'European',1,5.0,$$ - $$$,4437,"[['Great place!', 'Best best best'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274887-d794237-Reviews-Comme_Chez_Soi-Budapest_Central_Hungary.html,d794237,47.49969,19.05503
3,25146,0,Comme Chez Soi,Budapest, 'Hungarian',1,5.0,$$ - $$$,4437,"[['Great place!', 'Best best best'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274887-d794237-Reviews-Comme_Chez_Soi-Budapest_Central_Hungary.html,d794237,47.49969,19.05503
4,25146,0,Comme Chez Soi,Budapest, 'Vegetarian Friendly',1,5.0,$$ - $$$,4437,"[['Great place!', 'Best best best'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274887-d794237-Reviews-Comme_Chez_Soi-Budapest_Central_Hungary.html,d794237,47.49969,19.05503
5,25146,0,Comme Chez Soi,Budapest, 'Gluten Free Options',1,5.0,$$ - $$$,4437,"[['Great place!', 'Best best best'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274887-d794237-Reviews-Comme_Chez_Soi-Budapest_Central_Hungary.html,d794237,47.49969,19.05503
6,25147,1,Bors GasztroBar,Budapest,Fast Food',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
7,25147,1,Bors GasztroBar,Budapest, 'International',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
8,25147,1,Bors GasztroBar,Budapest, 'European',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
9,25147,1,Bors GasztroBar,Budapest, 'Street Food',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
10,25147,1,Bors GasztroBar,Budapest, 'Soups',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
11,25147,1,Bors GasztroBar,Budapest, 'Hungarian',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
12,25147,1,Bors GasztroBar,Budapest, 'Vegetarian Friendly',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
13,25147,1,Bors GasztroBar,Budapest, 'Vegan Options',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
14,25147,1,Bors GasztroBar,Budapest, 'Gluten Free Options',2,5.0,$,2373,"[['The best of soup & sandwich', 'DO YOURSELF A SOLID, eat here.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d3700225-Reviews-Bors_GasztroBar-Budapest_Central_Hungary.html,d3700225,47.49673,19.06365
15,25148,2,Local Korner,Budapest,Pizza',3,4.5,$,789,"[['Best pizza from Budapest...!!!', 'Very good'], ['01/04/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7772540-Reviews-Local_Korner-Budapest_Central_Hungary.html,d7772540,47.49517,19.05769
16,25148,2,Local Korner,Budapest, 'Vegan Options',3,4.5,$,789,"[['Best pizza from Budapest...!!!', 'Very good'], ['01/04/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7772540-Reviews-Local_Korner-Budapest_Central_Hungary.html,d7772540,47.49517,19.05769
17,25149,3,Eat & Meet,Budapest,European',4,5.0,$$ - $$$,409,"[['Genuine Hungarian Food & Hospitality', 'Best night in Budapest'], ['12/13/2017', '12/09/2017']]",/Restaurant_Review-g274887-d7761725-Reviews-Eat_Meet-Budapest_Central_Hungary.html,d7761725,47.54849,19.06637
18,25149,3,Eat & Meet,Budapest, 'Eastern European',4,5.0,$$ - $$$,409,"[['Genuine Hungarian Food & Hospitality', 'Best night in Budapest'], ['12/13/2017', '12/09/2017']]",/Restaurant_Review-g274887-d7761725-Reviews-Eat_Meet-Budapest_Central_Hungary.html,d7761725,47.54849,19.06637
19,25149,3,Eat & Meet,Budapest, 'Central European',4,5.0,$$ - $$$,409,"[['Genuine Hungarian Food & Hospitality', 'Best night in Budapest'], ['12/13/2017', '12/09/2017']]",/Restaurant_Review-g274887-d7761725-Reviews-Eat_Meet-Budapest_Central_Hungary.html,d7761725,47.54849,19.06637
20,25149,3,Eat & Meet,Budapest, 'Hungarian',4,5.0,$$ - $$$,409,"[['Genuine Hungarian Food & Hospitality', 'Best night in Budapest'], ['12/13/2017', '12/09/2017']]",/Restaurant_Review-g274887-d7761725-Reviews-Eat_Meet-Budapest_Central_Hungary.html,d7761725,47.54849,19.06637
21,25149,3,Eat & Meet,Budapest, 'Vegetarian Friendly',4,5.0,$$ - $$$,409,"[['Genuine Hungarian Food & Hospitality', 'Best night in Budapest'], ['12/13/2017', '12/09/2017']]",/Restaurant_Review-g274887-d7761725-Reviews-Eat_Meet-Budapest_Central_Hungary.html,d7761725,47.54849,19.06637
22,25149,3,Eat & Meet,Budapest, 'Gluten Free Options',4,5.0,$$ - $$$,409,"[['Genuine Hungarian Food & Hospitality', 'Best night in Budapest'], ['12/13/2017', '12/09/2017']]",/Restaurant_Review-g274887-d7761725-Reviews-Eat_Meet-Budapest_Central_Hungary.html,d7761725,47.54849,19.06637
23,25150,4,Caviar&Bull,Budapest,Seafood',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
24,25150,4,Caviar&Bull,Budapest, 'International',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
25,25150,4,Caviar&Bull,Budapest, 'Mediterranean',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
26,25150,4,Caviar&Bull,Budapest, 'European',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
27,25150,4,Caviar&Bull,Budapest, 'Central European',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
28,25150,4,Caviar&Bull,Budapest, 'Vegetarian Friendly',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
29,25150,4,Caviar&Bull,Budapest, 'Vegan Options',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
30,25150,4,Caviar&Bull,Budapest, 'Gluten Free Options',5,5.0,$$$$,563,"[['Wonderful in every way', 'Superbe culinary experience'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d12503281-Reviews-Caviar_Bull-Budapest_Central_Hungary.html,d12503281,47.50259,19.06662
31,25151,5,Mazi,Budapest,Greek',6,4.5,$$ - $$$,1127,"[['Excellent food', 'Exceptional service with good food!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d10483511-Reviews-Mazi-Budapest_Central_Hungary.html,d10483511,47.50761,19.05249
32,25151,5,Mazi,Budapest, 'Mediterranean',6,4.5,$$ - $$$,1127,"[['Excellent food', 'Exceptional service with good food!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d10483511-Reviews-Mazi-Budapest_Central_Hungary.html,d10483511,47.50761,19.05249
33,25151,5,Mazi,Budapest, 'European',6,4.5,$$ - $$$,1127,"[['Excellent food', 'Exceptional service with good food!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d10483511-Reviews-Mazi-Budapest_Central_Hungary.html,d10483511,47.50761,19.05249
34,25151,5,Mazi,Budapest, 'Vegan Options',6,4.5,$$ - $$$,1127,"[['Excellent food', 'Exceptional service with good food!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d10483511-Reviews-Mazi-Budapest_Central_Hungary.html,d10483511,47.50761,19.05249
35,25151,5,Mazi,Budapest, 'Gluten Free Options',6,4.5,$$ - $$$,1127,"[['Excellent food', 'Exceptional service with good food!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d10483511-Reviews-Mazi-Budapest_Central_Hungary.html,d10483511,47.50761,19.05249
36,25152,6,Arany Kaviar Restaurant,Budapest,European',7,4.5,$$$$,643,"[['An amazing experience!', 'Interesting Place'], ['01/07/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696011-Reviews-Arany_Kaviar_Restaurant-Budapest_Central_Hungary.html,d696011,47.50633,19.02847
37,25152,6,Arany Kaviar Restaurant,Budapest, 'Russian',7,4.5,$$$$,643,"[['An amazing experience!', 'Interesting Place'], ['01/07/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696011-Reviews-Arany_Kaviar_Restaurant-Budapest_Central_Hungary.html,d696011,47.50633,19.02847
38,25152,6,Arany Kaviar Restaurant,Budapest, 'Eastern European',7,4.5,$$$$,643,"[['An amazing experience!', 'Interesting Place'], ['01/07/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696011-Reviews-Arany_Kaviar_Restaurant-Budapest_Central_Hungary.html,d696011,47.50633,19.02847
39,25152,6,Arany Kaviar Restaurant,Budapest, 'Central European',7,4.5,$$$$,643,"[['An amazing experience!', 'Interesting Place'], ['01/07/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696011-Reviews-Arany_Kaviar_Restaurant-Budapest_Central_Hungary.html,d696011,47.50633,19.02847
40,25152,6,Arany Kaviar Restaurant,Budapest, 'International',7,4.5,$$$$,643,"[['An amazing experience!', 'Interesting Place'], ['01/07/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696011-Reviews-Arany_Kaviar_Restaurant-Budapest_Central_Hungary.html,d696011,47.50633,19.02847
41,25152,6,Arany Kaviar Restaurant,Budapest, 'Vegetarian Friendly',7,4.5,$$$$,643,"[['An amazing experience!', 'Interesting Place'], ['01/07/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696011-Reviews-Arany_Kaviar_Restaurant-Budapest_Central_Hungary.html,d696011,47.50633,19.02847
42,25152,6,Arany Kaviar Restaurant,Budapest, 'Gluten Free Options',7,4.5,$$$$,643,"[['An amazing experience!', 'Interesting Place'], ['01/07/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696011-Reviews-Arany_Kaviar_Restaurant-Budapest_Central_Hungary.html,d696011,47.50633,19.02847
43,25153,7,Baraka,Budapest,International',8,4.5,$$$$,628,"[['Brilliant place', 'AMAZING'], ['01/02/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696018-Reviews-Baraka-Budapest_Central_Hungary.html,d696018,47.49748,19.04924
44,25153,7,Baraka,Budapest, 'European',8,4.5,$$$$,628,"[['Brilliant place', 'AMAZING'], ['01/02/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696018-Reviews-Baraka-Budapest_Central_Hungary.html,d696018,47.49748,19.04924
45,25153,7,Baraka,Budapest, 'Fusion',8,4.5,$$$$,628,"[['Brilliant place', 'AMAZING'], ['01/02/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696018-Reviews-Baraka-Budapest_Central_Hungary.html,d696018,47.49748,19.04924
46,25153,7,Baraka,Budapest, 'Contemporary',8,4.5,$$$$,628,"[['Brilliant place', 'AMAZING'], ['01/02/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696018-Reviews-Baraka-Budapest_Central_Hungary.html,d696018,47.49748,19.04924
47,25153,7,Baraka,Budapest, 'Vegetarian Friendly',8,4.5,$$$$,628,"[['Brilliant place', 'AMAZING'], ['01/02/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696018-Reviews-Baraka-Budapest_Central_Hungary.html,d696018,47.49748,19.04924
48,25153,7,Baraka,Budapest, 'Vegan Options',8,4.5,$$$$,628,"[['Brilliant place', 'AMAZING'], ['01/02/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696018-Reviews-Baraka-Budapest_Central_Hungary.html,d696018,47.49748,19.04924
49,25153,7,Baraka,Budapest, 'Gluten Free Options',8,4.5,$$$$,628,"[['Brilliant place', 'AMAZING'], ['01/02/2018', '01/02/2018']]",/Restaurant_Review-g274887-d696018-Reviews-Baraka-Budapest_Central_Hungary.html,d696018,47.49748,19.04924
50,25154,8,Meatology Budapest,Budapest,Fast Food',9,4.5,$,623,"[['Worth seeking out', 'Yum!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d11890893-Reviews-Meatology_Budapest-Budapest_Central_Hungary.html,d11890893,47.50082,19.05486
51,25154,8,Meatology Budapest,Budapest, 'Grill',9,4.5,$,623,"[['Worth seeking out', 'Yum!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d11890893-Reviews-Meatology_Budapest-Budapest_Central_Hungary.html,d11890893,47.50082,19.05486
52,25154,8,Meatology Budapest,Budapest, 'Contemporary',9,4.5,$,623,"[['Worth seeking out', 'Yum!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d11890893-Reviews-Meatology_Budapest-Budapest_Central_Hungary.html,d11890893,47.50082,19.05486
53,25154,8,Meatology Budapest,Budapest, 'Gastropub',9,4.5,$,623,"[['Worth seeking out', 'Yum!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d11890893-Reviews-Meatology_Budapest-Budapest_Central_Hungary.html,d11890893,47.50082,19.05486
54,25154,8,Meatology Budapest,Budapest, 'Street Food',9,4.5,$,623,"[['Worth seeking out', 'Yum!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d11890893-Reviews-Meatology_Budapest-Budapest_Central_Hungary.html,d11890893,47.50082,19.05486
55,25154,8,Meatology Budapest,Budapest, 'Central European',9,4.5,$,623,"[['Worth seeking out', 'Yum!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d11890893-Reviews-Meatology_Budapest-Budapest_Central_Hungary.html,d11890893,47.50082,19.05486
56,25154,8,Meatology Budapest,Budapest, 'Gluten Free Options',9,4.5,$,623,"[['Worth seeking out', 'Yum!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d11890893-Reviews-Meatology_Budapest-Budapest_Central_Hungary.html,d11890893,47.50082,19.05486
57,25155,9,Lucky 7 Burgers & More,Budapest,Fast Food',10,4.5,$,2848,"[['Great place!', 'Fantastic burger'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g274887-d8144714-Reviews-Lucky_7_Burgers_More-Budapest_Central_Hungary.html,d8144714,47.49321,19.05224
58,25155,9,Lucky 7 Burgers & More,Budapest, 'Street Food',10,4.5,$,2848,"[['Great place!', 'Fantastic burger'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g274887-d8144714-Reviews-Lucky_7_Burgers_More-Budapest_Central_Hungary.html,d8144714,47.49321,19.05224
59,25155,9,Lucky 7 Burgers & More,Budapest, 'American',10,4.5,$,2848,"[['Great place!', 'Fantastic burger'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g274887-d8144714-Reviews-Lucky_7_Burgers_More-Budapest_Central_Hungary.html,d8144714,47.49321,19.05224
60,25155,9,Lucky 7 Burgers & More,Budapest, 'Diner',10,4.5,$,2848,"[['Great place!', 'Fantastic burger'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g274887-d8144714-Reviews-Lucky_7_Burgers_More-Budapest_Central_Hungary.html,d8144714,47.49321,19.05224
61,25155,9,Lucky 7 Burgers & More,Budapest, 'Vegetarian Friendly',10,4.5,$,2848,"[['Great place!', 'Fantastic burger'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g274887-d8144714-Reviews-Lucky_7_Burgers_More-Budapest_Central_Hungary.html,d8144714,47.49321,19.05224
62,25156,10,KonyvBar & Restaurant,Budapest,International',11,4.5,$$ - $$$,1403,"[['Unexpectedly AMAZING', 'Cozy little place'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7608405-Reviews-KonyvBar_Restaurant-Budapest_Central_Hungary.html,d7608405,47.50064,19.06403
63,25156,10,KonyvBar & Restaurant,Budapest, 'European',11,4.5,$$ - $$$,1403,"[['Unexpectedly AMAZING', 'Cozy little place'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7608405-Reviews-KonyvBar_Restaurant-Budapest_Central_Hungary.html,d7608405,47.50064,19.06403
64,25156,10,KonyvBar & Restaurant,Budapest, 'Central European',11,4.5,$$ - $$$,1403,"[['Unexpectedly AMAZING', 'Cozy little place'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7608405-Reviews-KonyvBar_Restaurant-Budapest_Central_Hungary.html,d7608405,47.50064,19.06403
65,25156,10,KonyvBar & Restaurant,Budapest, 'Hungarian',11,4.5,$$ - $$$,1403,"[['Unexpectedly AMAZING', 'Cozy little place'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7608405-Reviews-KonyvBar_Restaurant-Budapest_Central_Hungary.html,d7608405,47.50064,19.06403
66,25156,10,KonyvBar & Restaurant,Budapest, 'Vegetarian Friendly',11,4.5,$$ - $$$,1403,"[['Unexpectedly AMAZING', 'Cozy little place'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7608405-Reviews-KonyvBar_Restaurant-Budapest_Central_Hungary.html,d7608405,47.50064,19.06403
67,25156,10,KonyvBar & Restaurant,Budapest, 'Vegan Options',11,4.5,$$ - $$$,1403,"[['Unexpectedly AMAZING', 'Cozy little place'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7608405-Reviews-KonyvBar_Restaurant-Budapest_Central_Hungary.html,d7608405,47.50064,19.06403
68,25156,10,KonyvBar & Restaurant,Budapest, 'Gluten Free Options',11,4.5,$$ - $$$,1403,"[['Unexpectedly AMAZING', 'Cozy little place'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274887-d7608405-Reviews-KonyvBar_Restaurant-Budapest_Central_Hungary.html,d7608405,47.50064,19.06403
69,25157,11,bpBARbq,Budapest,American',12,5.0,$$ - $$$,387,"[['Delicious food', 'Best Burgers, nice service.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d11616504-Reviews-BpBARbq-Budapest_Central_Hungary.html,d11616504,47.49893,19.06711
70,25157,11,bpBARbq,Budapest, 'Bar',12,5.0,$$ - $$$,387,"[['Delicious food', 'Best Burgers, nice service.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d11616504-Reviews-BpBARbq-Budapest_Central_Hungary.html,d11616504,47.49893,19.06711
71,25157,11,bpBARbq,Budapest, 'Barbecue',12,5.0,$$ - $$$,387,"[['Delicious food', 'Best Burgers, nice service.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d11616504-Reviews-BpBARbq-Budapest_Central_Hungary.html,d11616504,47.49893,19.06711
72,25157,11,bpBARbq,Budapest, 'Street Food',12,5.0,$$ - $$$,387,"[['Delicious food', 'Best Burgers, nice service.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d11616504-Reviews-BpBARbq-Budapest_Central_Hungary.html,d11616504,47.49893,19.06711
73,25157,11,bpBARbq,Budapest, 'Vegetarian Friendly',12,5.0,$$ - $$$,387,"[['Delicious food', 'Best Burgers, nice service.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d11616504-Reviews-BpBARbq-Budapest_Central_Hungary.html,d11616504,47.49893,19.06711
74,25157,11,bpBARbq,Budapest, 'Gluten Free Options',12,5.0,$$ - $$$,387,"[['Delicious food', 'Best Burgers, nice service.'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274887-d11616504-Reviews-BpBARbq-Budapest_Central_Hungary.html,d11616504,47.49893,19.06711
75,25158,12,Hungarikum Bisztro,Budapest,Hungarian',13,4.5,$$ - $$$,7575,"[['Traditional food, all local and great', 'Cosy and friendly!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d3351231-Reviews-Hungarikum_Bisztro-Budapest_Central_Hungary.html,d3351231,47.5036,19.04811
76,25158,12,Hungarikum Bisztro,Budapest, 'Vegetarian Friendly',13,4.5,$$ - $$$,7575,"[['Traditional food, all local and great', 'Cosy and friendly!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d3351231-Reviews-Hungarikum_Bisztro-Budapest_Central_Hungary.html,d3351231,47.5036,19.04811
77,25158,12,Hungarikum Bisztro,Budapest, 'Vegan Options',13,4.5,$$ - $$$,7575,"[['Traditional food, all local and great', 'Cosy and friendly!'], ['01/08/2018', '01/08/2018']]",/Restaurant_Review-g274887-d3351231-Reviews-Hungarikum_Bisztro-Budapest_Central_Hungary.html,d3351231,47.5036,19.04811
78,25159,13,Pizzica,Budapest,Italian',14,4.5,$,414,"[['Nice job', 'Yummy pizza and beer!'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274887-d6899027-Reviews-Pizzica-Budapest_Central_Hungary.html,d6899027,47.50424,19.0592
79,25159,13,Pizzica,Budapest, 'Pizza',14,4.5,$,414,"[['Nice job', 'Yummy pizza and beer!'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274887-d6899027-Reviews-Pizzica-Budapest_Central_Hungary.html,d6899027,47.50424,19.0592
80,25159,13,Pizzica,Budapest, 'Fast Food',14,4.5,$,414,"[['Nice job', 'Yummy pizza and beer!'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274887-d6899027-Reviews-Pizzica-Budapest_Central_Hungary.html,d6899027,47.50424,19.0592
81,25159,13,Pizzica,Budapest, 'Mediterranean',14,4.5,$,414,"[['Nice job', 'Yummy pizza and beer!'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274887-d6899027-Reviews-Pizzica-Budapest_Central_Hungary.html,d6899027,47.50424,19.0592
82,25159,13,Pizzica,Budapest, 'European',14,4.5,$,414,"[['Nice job', 'Yummy pizza and beer!'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274887-d6899027-Reviews-Pizzica-Budapest_Central_Hungary.html,d6899027,47.50424,19.0592
83,25159,13,Pizzica,Budapest, 'Vegetarian Friendly',14,4.5,$,414,"[['Nice job', 'Yummy pizza and beer!'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274887-d6899027-Reviews-Pizzica-Budapest_Central_Hungary.html,d6899027,47.50424,19.0592
84,25159,13,Pizzica,Budapest, 'Vegan Options',14,4.5,$,414,"[['Nice job', 'Yummy pizza and beer!'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274887-d6899027-Reviews-Pizzica-Budapest_Central_Hungary.html,d6899027,47.50424,19.0592
85,25160,14,Don Pepe Menyecske,Budapest,Italian',15,5.0,$$ - $$$,388,"[['Great restaurant', 'A friendly restaurant with a delicious kit...'], ['12/11/2017', '11/19/2017']]",/Restaurant_Review-g274887-d1207664-Reviews-Don_Pepe_Menyecske-Budapest_Central_Hungary.html,d1207664,47.46195,19.01539
86,25160,14,Don Pepe Menyecske,Budapest, 'Pizza',15,5.0,$$ - $$$,388,"[['Great restaurant', 'A friendly restaurant with a delicious kit...'], ['12/11/2017', '11/19/2017']]",/Restaurant_Review-g274887-d1207664-Reviews-Don_Pepe_Menyecske-Budapest_Central_Hungary.html,d1207664,47.46195,19.01539
87,25160,14,Don Pepe Menyecske,Budapest, 'Mediterranean',15,5.0,$$ - $$$,388,"[['Great restaurant', 'A friendly restaurant with a delicious kit...'], ['12/11/2017', '11/19/2017']]",/Restaurant_Review-g274887-d1207664-Reviews-Don_Pepe_Menyecske-Budapest_Central_Hungary.html,d1207664,47.46195,19.01539
88,25160,14,Don Pepe Menyecske,Budapest, 'European',15,5.0,$$ - $$$,388,"[['Great restaurant', 'A friendly restaurant with a delicious kit...'], ['12/11/2017', '11/19/2017']]",/Restaurant_Review-g274887-d1207664-Reviews-Don_Pepe_Menyecske-Budapest_Central_Hungary.html,d1207664,47.46195,19.01539
89,25160,14,Don Pepe Menyecske,Budapest, 'International',15,5.0,$$ - $$$,388,"[['Great restaurant', 'A friendly restaurant with a delicious kit...'], ['12/11/2017', '11/19/2017']]",/Restaurant_Review-g274887-d1207664-Reviews-Don_Pepe_Menyecske-Budapest_Central_Hungary.html,d1207664,47.46195,19.01539
90,25160,14,Don Pepe Menyecske,Budapest, 'Vegetarian Friendly',15,5.0,$$ - $$$,388,"[['Great restaurant', 'A friendly restaurant with a delicious kit...'], ['12/11/2017', '11/19/2017']]",/Restaurant_Review-g274887-d1207664-Reviews-Don_Pepe_Menyecske-Budapest_Central_Hungary.html,d1207664,47.46195,19.01539
91,25160,14,Don Pepe Menyecske,Budapest, 'Vegan Options',15,5.0,$$ - $$$,388,"[['Great restaurant', 'A friendly restaurant with a delicious kit...'], ['12/11/2017', '11/19/2017']]",/Restaurant_Review-g274887-d1207664-Reviews-Don_Pepe_Menyecske-Budapest_Central_Hungary.html,d1207664,47.46195,19.01539
